date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:55	24151/24151	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2001:01:26%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/testimonial.html)
18:13:55	20270/20270	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2001:02:22%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/testimonial.html)
18:13:55	22937/22937	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2001:01:58%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/c2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/testimonial.html)
18:13:56	90932/90932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2007:05:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/more1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/more1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:56	290688/290688	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2006:39:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/details1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/details1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:57	5907/5907	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2014:30:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c1.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c1.png	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:57	77555/77555	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Jun%202023%2007:05:28%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/more2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/more2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:57	6463/6463	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2014:37:18%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c2.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c2.png	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:57	6035/6035	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202023%2014:37:40%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c3.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/details/comment/c3.png	(from https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html)
18:13:58	120364/120364	---M--	200	added ('OK')	image/png	date:Wed,%2024%20May%202023%2015:10:22%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/404/404.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/404/404.png	(from https://nextgenerationdev.com/demos/html/salud/salud/404.html)
